composer,intervallic_entropy,melodic_entropy, average_nPVI, meter,date,rhythm_entropy
Brahms,2.9477,2.68354,66.993,3/4,1892,2.23593
Brahms,3.08444,2.9549,19.2982,3/4,1892,0.791858
Brahms,2.48855,2.19161,26.0606,3/8,1892,1.50588
Brahms,2.96001,3.00152,85.7143,3/8,1892,1.29012
Brahms,2.60985,2.7275,91.6667,3/8,1892,1.5
Brahms,2.76596,2.50161,45.8333,3/4,1892,1.22105
Brahms,2.81594,2.72783,68.6667,3/4,1892,1.77234
Brahms,1.98549,2.47591,21.3333,6/8,1892,0.619382
Brahms,2.38684,3.13846,28.9855,2/2,1880,1.23644
Brahms,2.67508,2.56489,44.4444,2/2,1880,1.33827
Brahms,2.94786,3.3899,41.0766,4/4,1880,1.57662
Bach,2.84948,2.80459,62.6631,6/8,1774,1.92322
Brahms,2.41091,2.67926,38.2222,2/2,1880,1.32943
Brahms,2.11441,2.53095,16.6667,2/4,1880,0.918296
Brahms,2.86032,2.56508,60,3/4,1880,1.98523
Brahms,2.75386,2.82282,51.8903,2/2,1880,1.99949
Brahms,2.8812,2.7899,52.7778,2/2,1880,0.834347
Brahms,2.69527,3.05584,89.4678,4/4,1880,1.86298
Brahms,2.76596,3.1037,9.52381,4/4,1861,0.353359
Brahms,2.69448,2.98832,52.5,4/4,1861,1.77798
Brahms,2.46596,2.96596,50.9524,4/4,1861,1.90689
Brahms,2.04868,2.85123,68.0702,9/8,1861,1.52193
Brahms,2.89629,2.84237,79.1667,9/8,1861,1.04085
Brahms,2.95106,2.93604,40.3922,9/8,1861,1.58496
Brahms,2.41896,2.74894,14.4444,3/4,1861,0.991264
Brahms,2.69491,2.87922,93.1055,3/4,1861,2.11612
Brahms,2.81786,2.60152,33.3333,2/4,1861,0.886541
Brahms,2.8342,2.97302,64.0363,2/4,1861,1.91417
Brahms,2.52742,2.80291,42.607,3/4,1861,1.49869
Brahms,3.17489,2.96764,63.5238,3/4,1861,1.38009
Brahms,2.90701,2.892,37.0015,4/4,1861,1.53948
Brahms,2.73003,2.68022,7.01754,3/4,1861,0.468996
Brahms,3.04163,2.4702,33.0159,3/4,1861,0.868393
Brahms,2.59249,2.48322,26.6667,2/2,1861,1.12549
Brahms,3.39313,2.97966,94.8214,3/2,1865,1.77983
Brahms,2.72797,2.85528,37.7778,3/2,1865,1.51984
Brahms,2.57294,2.64031,57.7778,3/4,1865,1.68582
Brahms,2.5,2.25,97.3333,2/2,1865,1.9183
Brahms,3.14644,2.84644,40.8889,2/2,1865,1.47722
Brahms,2.90568,2.67926,78.2222,2/2,1865,1.56128
Brahms,3.24307,2.93869,62.3214,2/2,1865,1.81295
Brahms,2.98393,2.80105,52.2222,2/2,1865,2.24644
Brahms,1.92482,2.64979,96.044,4/4,1865,1.44882
Brahms,2.13778,2.64336,66.4021,4/4,1865,1.50997
Brahms,2.80566,3.0875,28.0718,3/4,1865,0.863121
Brahms,2.2147,2.77675,6.66667,2/4,1865,0.266765
Brahms,3.14786,3.31441,57.1429,3/4,1865,1.04085
Brahms,2.53096,2.82525,31.3725,3/4,1865,0.764205
Brahms,2.23685,2.84237,56.4103,3/4,1855,0.286397
Brahms,2.6076,2.69002,30.3333,3/4,1855,1.20721
Brahms,2.78555,3.15357,40.8889,6/8,1855,0.831474
Brahms,3.2389,2.88655,35.2381,4/4,1855,1.41309
Brahms,2.61302,2.77302,47.451,2/2,1855,1.22439
Brahms,2.97415,2.64074,13.3333,6/8,1867,0.448864
Brahms,3.10188,2.396,52.9915,2/4 6/8,1867,1.2389
Brahms,2.79434,3.03915,26.087,4/4,1867,1.04344
Brahms,2.83362,2.83362,135.751,4/4,1867,2.55569
Brahms,2.48233,2.87144,68.6667,3/4,1867,1.77234
Brahms,3.12066,3.09395,57.3333,3/4,1867,0.890492
Brahms,3.0875,2.78225,15.1515,2/4,1867,0.965636
Brahms,2.84411,2.85912,21.9048,4/4,1861,0.956766
Brahms,3.06347,2.69869,27.0175,4/4,1861,0.937301
Brahms,2.26104,2.40855,26.6677,4/4,1861,1.95425
Brahms,3.05086,2.97422,44,4/4,1861,1.33972
Brahms,2.53257,2.51694,65.1852,3/4,1861,1.50222
Brahms,2.39208,3.18872,21.0526,3/4,1861,0.468996
Brahms,2.74974,2.55023,45.2381,6/8,1861,1.20091
Brahms,2.91472,2.3618,58.3333,2/4,1861,0.825627
Brahms,2.33539,2.62751,40,6/8,1861,0.985228
Brahms,2.22193,2.52193,31.1111,2/4,1861,1.29879
Brahms,2.52821,3.00869,71.5758,2/4,1861,1.14883
Brahms,2.54053,2.89817,41.9608,4/4,1882,1.48068
Brahms,2.28394,2.99411,34.0017,3/4,1882,1.61525
Brahms,2.72013,2.59037,28.2347,3/2,1882,1.3821
Brahms,3.22468,2.52721,77.5758,9/8,1890,1.92322
Brahms,2.48426,2.94504,68.0272,9/8,1890,1.39958
Brahms,2.97652,2.90244,59.4929,2/4,1890,2.29653
Brahms,2.86576,2.98166,64.2857,3/4,1890,1.37095
Brahms,2.16646,2.65936,33.9394,2/4,1890,0.845106
Brahms,2.57782,2.70282,42.4242,2/4,1890,0.918296
Brahms,2.20326,3.0703,48.3447,6/8,1891,1.68582
Brahms,3.02717,2.90195,46.1538,6/8,1891,1.6158
Brahms,2.70818,2.87448,10.8772,3/4,1891,1.0763
Brahms,2.22281,2.7822,19.0476,4/4,1891,0.94566
Brahms,2.40465,2.72797,30.2222,2/4,1891,1.08631
Brahms,3.15422,2.8152,69.9991,2/2,1879,1.48366
Brahms,2.32113,2.52821,28.5714,4/4,1879,1.10331
Brahms,2.86558,3.1953,4.7619,4/4,1879,0.353359
Brahms,2.39124,2.50738,23.8113,4/4,1879,0.976021
Brahms,2.48233,2.48313,33.3333,2/4,1892,0.985228
Brahms,3.27552,3.14326,30.9259,2/4,1892,1.12386
Brahms,2.81838,2.82272,39.2157,6/4,1892,0.918296
Brahms,2.30127,2.61991,21.0526,2/2,1892,0.468996
Brahms,2.50969,2.41925,32.7891,2/2,1857,1.61382
Brahms,3.13817,2.6206,30.8052,2/2,1857,1.54375
Brahms,2.66096,2.82322,9.52381,3/4,1857,1.15894
Brahms,2.68354,2.70613,20.3922,3/4,1857,0.721928
Brahms,2.58203,2.48879,128.611,2/4,1857,1.95443
Brahms,2.24708,2.43927,15.3846,2/4,1857,0.591673
Brahms,2.13535,2.86032,67.6923,2/4,1857,1.55666
Brahms,2.90005,2.75506,45.0216,3/4,1857,1.44882
Brahms,2.91937,2.8402,42.5926,3/4,1857,1.31243
Brahms,2.21844,2.5109,36.3636,3/4,1857,1
Brahms,2.05965,2.12669,53.7037,3/4,1857,1.5288
Brahms,2.63969,2.68259,100,2/4,1857,0.904381
Bach,1.88413,2.62026,30.3704,2/4,1774,
Brahms,2.44219,2.47311,36,2/4,1857,1.11552
Brahms,3.05351,2.85539,8.88889,2/2,1858,0.543564
Brahms,2.8046,2.49492,43.1373,3/4,1858,0.918296
Brahms,2.5131,2.80962,28.2353,3/4,1858,0.953014
Brahms,2.94644,2.76387,73.5374,12/8,1858,1.78386
Brahms,2.6515,2.72013,55.7576,6/4,1858,0.918296
Brahms,1.99257,2.72983,22.9337,2/4,1858,1.46048
Brahms,2.88751,3.04772,38.0952,2/4,1858,1.27365
Brahms,2.66695,2.67079,11.7647,3/4,1858,0.297472
Brahms,2.96498,2.52949,58.2222,3/4,1858,1.29879
Brahms,2.54685,2.67803,33.3333,3/4,1858,0.936667
Brahms,2.37043,2.6809,60.6494,2/4,1858,1.49454
Brahms,2.61905,2.6243,9.82456,3/4,1858,0.747585
Brahms,2.13159,2.86158,36.6667,3/4,1858,1.57379
Brahms,2.49893,2.54926,22.2222,2/4,1858,0.881291
Brahms,2.57917,2.33333,46.2338,3/4,1864,1.88925
Brahms,2.32193,2.58418,40,3/4,1864,1.45915
Brahms,2.24267,2.63467,17.3593,2/4,1864,1.41274
Brahms,2.55284,2.65136,35.8974,3/4,1864,0.787127
Brahms,2.80322,2.93469,14.0351,4/4,1864,0.970951
Brahms,2.64489,2.75508,45.614,9/8,1864,1.26777
Brahms,2.79586,2.99622,33.3333,9/8,1864,0.886541
Brahms,2.69838,2.82012,68.2874,4/4,1862,1.75022
Brahms,2.78937,2.33973,61.9048,4/4,1862,1.06662
Brahms,2.96949,3.09853,37.1014,3/4,1862,1.48993
Brahms,2.71937,2.85743,33.1182,4/4,1862,0.706274
Brahms,2.35649,2.62278,19.6078,4/4,1862,0.949452
Brahms,3.0037,2.76596,129.861,3/4,1886,1.37095
Brahms,2.95083,2.52729,22.963,3/4,1886,0.953014
Brahms,2.49954,2.94504,50.7925,2/4,1886,1.9656
Brahms,2.95282,3.07782,24.2491,2/4,1886,1.42991
Brahms,2.29885,2.4165,22.2222,6/8,1886,0.721928
Brahms,2.9778,2.87327,33.3333,2/2,1886,0.918296
Brahms,2.56096,2.86596,23.3333,3/4,1894,1.4716
Brahms,2.28778,2.88815,56.8604,2/4,1894,1.83163
Brahms,2.80869,2.84644,40.4444,3/4,1894,1.19946
Brahms,2.71343,2.89049,23.7778,2/2,1894,0.937301
Brahms,3.2999,3.02717,67.6825,4/4,1894,1.52751
Brahms,3.03379,2.85554,50.8333,4/4,1894,1.35999
Brahms,2.39215,2.86383,38.9744,3/4,1894,1.37878
Brahms,2.75908,2.54928,59.7619,3/4,1894,1.86544
Brahms,2.3004,2.97494,64.381,6/8,1894,1.5
Brahms,3.17467,3.2999,70.068,3/4,1853,1.9183
Brahms,2.37165,2.59436,47.619,3/4,1853,1.41085
Brahms,2.56508,2.6756,7.69231,2/4,1853,0.371232
Brahms,2.72548,2.9477,44.8352,2/4,1853,1.48383
Brahms,2.56373,2.64305,39.3333,3/4,1853,1.5645
Brahms,2.44386,3.04584,63.6024,3/4,1853,1.67514
Brahms,2.35772,2.45772,66.6667,3/4,1853,1.53948
Brahms,2.82625,2.49336,68.5034,6/8,1853,1.35169
Brahms,2.56386,2.58347,16.5714,6/8,1853,0.672295
Brahms,2.9433,2.88924,69.5119,6/4,1878,1.84544
Brahms,2.99622,2.88953,40.9524,6/4,1878,1.5134
Brahms,2.35123,2.40311,45.3968,2/4,1878,1.89682
Brahms,2.94474,3.03974,98.1481,2/4,1878,1.38443
Brahms,2.89692,3.25352,44.472,4/4,1878,1.73972
Brahms,2.90217,3.05602,52.8345,4/4,1878,1.17702
Brahms,2.25355,2.75444,32,3/4,1886,1.67742
Bach,2.19427,2.86558,26.1905,3/4,1720,1.10331
Brahms,2.954,3.0106,46.25,3/4,1886,1.08631
Brahms,2.66596,2.52821,110.139,3/4,1886,2.41592
Brahms,2.60982,2.87139,44.2752,3/4,1886,1.89902
Brahms,2.92476,2.92079,47.3143,2/4,1886,1.75494
Brahms,2.7642,2.61925,23.4783,3/4,1886,0.888687
Brahms,2.75961,2.71937,12.5,3/4,1886,0.402179
Brahms,2.7401,2.52721,46.25,2/2,1886,1.45047
Brahms,2.83741,2.56322,38.0952,4/4,1886,1.12211
Brahms,2.12453,2.74139,97.7831,2/2,1886,1.61352
Brahms,2.51116,3.00882,61.5873,2/2,1886,1.62441
Bach,2.59901,2.75708,14.8148,2/2,1720,0.899744
Brahms,2.54687,2.69337,52.2222,3/8,1886,1.51933
Brahms,2.58585,2.83002,36.3636,2/4,1886,0
Brahms,2.86769,3.00752,62.8571,6/8,1886,1.61352
Brahms,2.53457,2.89425,37.2727,6/8,1886,0.619382
Brahms,2.60811,2.86763,40.4444,6/8,1855,1.27178
Brahms,2.75041,3.13818,49.3723,6/8,1855,2.05344
Brahms,2.33551,2.90576,65.3333,6/8,1855,1.7274
Brahms,2.98477,3.09003,88.3333,6/8,1855,1.39958
Bach,2.60222,2.95282,30.7692,4/4,1720,0.591673
Brahms,3.01103,3.07393,70.8333,6/8,1855,1.57154
Brahms,2.86558,2.90531,34.4444,6/8,1855,1.19818
Brahms,3.15311,2.95499,41.5686,6/8,1855,0.913283
Brahms,1.92118,2.7744,10,6/8,1855,1.24067
Brahms,3.0703,3.15787,66.2372,3/4,1855,1.97665
Brahms,2.87377,2.54926,56.4803,3/4,1855,1.64316
Brahms,3.41175,2.94915,58.4286,3/4,1855,1.6494
Brahms,2.71327,2.73288,12.9271,3/4,1855,0.956766
Brahms,1.87291,2.71108,18.8095,2/4,1855,0.831544
Brahms,2.4658,2.90078,102.5,2/4,1855,1.21975
Bach,2.65505,2.90531,33.1303,3/4,1720,1.18628
Brahms,2.71545,3.24374,17.3333,2/4,1855,1.35667
Brahms,2.13754,2.49886,18.4127,2/4,1855,1.0958
Brahms,2.5358,2.53107,30.3704,6/8,1855,0.722858
Brahms,2.11328,2.41938,66.6667,4/4,1855,1.25163
Brahms,2.33604,2.27313,79.3682,4/4,1855,2.09307
Brahms,2.55504,2.25161,54.6032,4/4,1855,1.86763
Brahms,2.6416,2.61437,41.0256,4/4,1855,1.28705
Brahms,3.34507,3.02483,16.6667,4/4,1855,0.855451
Brahms,3.03379,2.87685,6.49522,4/4,1855,1.24484
Brahms,2.9037,3.12193,97.619,4/4,1855,1.40564
Bach,2.87314,3.19969,50.776,2/4,1774,0
Bach,2.72472,2.62473,33.3333,3/4,1720,1.80776
Brahms,2.66445,2.48318,43.75,3/4,1877,1.16609
Brahms,2.82821,2.72322,28.8889,3/4,1877,1.4716
Brahms,2.43741,2.48154,50.1961,3/4,1877,1.53049
Brahms,3.28132,2.89721,83.8211,3/4,1877,1.79005
Brahms,2.42322,3.20869,50.3704,3/4,1877,1.33282
Brahms,2.86232,2.95731,14.0351,3/4,1877,0.453716
Brahms,2.73998,3.01454,31.4633,3/4,1877,1.15417
Brahms,2.94928,2.83908,34.619,4/4,1877,1.84237
Brahms,3.2464,3.02048,46.4286,4/4,1877,1.33158
Brahms,2.97449,3.06973,27.8788,12/8,1877,0.964079
Bach,2.60811,2.8065,41.1765,3/4,1720,1.86383
Brahms,2.17404,2.19383,41.6667,12/8,1877,0.591673
Brahms,2.78422,2.57114,27.2734,3/4,1877,1.32497
Brahms,2.73003,2.6182,54.3358,2/4,1877,1.92193
Brahms,1.72007,2.8209,13.3333,3/8,1877,0.543564
Brahms,2.89419,2.90769,10.5263,2/2,1877,0.963746
Brahms,2.68307,2.73947,13.3333,2/2,1877,0.998364
Brahms,2.64485,2.59358,12.6984,2/2,1877,0.439497
Brahms,2.70453,2.96867,88.1319,2/2,1877,1.57741
Brahms,3.15311,3.22018,50.9206,6/4,1883,1.4789
Bach,2.86659,2.66013,9.52381,12/8,1720,0.836641
Brahms,2.67981,2.94684,25.2632,6/4,1883,1.59546
Brahms,2.27249,2.84307,34.6032,9/4,1883,1.64973
Brahms,2.86659,2.93983,10,9/4,1883,1.05298
Brahms,2.63935,2.8037,50.8148,4/4,1883,2.02178
Brahms,2.17993,2.67666,46.0887,4/4,1883,1.72957
Brahms,2.46287,2.86558,26.2222,4/4,1883,1.18628
Brahms,2.79248,2.78832,110.449,3/8,1883,2.11328
Brahms,2.62278,2.77028,38.0952,3/8,1883,0.836641
Brahms,2.1767,2.92639,22.2222,2/2,1883,0.721928
Bach,2.76532,2.6367,12.3457,3/4,1720,0.905928
Brahms,3.05881,2.46132,89.0909,2/2,1883,1.59167
Brahms,2.18872,2.05459,41.6657,2/2,1883,1.53049
Brahms,3.12621,2.84438,21.0522,2/2,1883,0.266765
Brahms,2.82189,2.59412,61.0256,2/2,1883,1.78845
Brahms,2.62975,3.04577,97.7778,2/2,1884,0.932112
Brahms,3.03816,2.32877,63.6905,2/2,1884,0.963746
Brahms,2.86558,2.75506,62.0513,2/2,1884,1.67291
Brahms,2.85846,2.28064,57.0019,2/2,1884,2.29547
Brahms,2.70869,2.64644,37.5758,2/2,1884,0.985228
Brahms,2.28064,2.82782,100,2/2,1884,1
Bach,2.82189,2.71078,43.8095,6/4,1720,1.39958
Brahms,2.76885,2.70523,44.9987,2/2,1884,1.46048
Brahms,2.75792,2.82579,54.5355,2/2,1884,2.10839
Brahms,2.88779,2.90525,62.1429,6/8,1884,1.51264
Brahms,2.875,2.39678,41.0256,6/8,1884,1.09491
Brahms,2.64624,3.00163,14.0351,6/8,1884,0.568996
Brahms,2.67095,2.74644,25,2/4,1884,1.26381
Brahms,2.86673,2.65514,17.284,2/4,1884,0.591673
Brahms,2.14678,2.35222,61.3784,2/4,1884,1
Brahms,2.70523,2.82189,39.4872,2/4,1884,1.48383
Bach,2.8037,2.46596,28.3333,2/2,1720,1.6087
Brahms,3.10689,2.57356,66,3/4,1884,1.57262
Brahms,2.45151,3.15908,24.5614,3/2,1884,0.439497
Brahms,3.24053,2.95834,24.4444,3/2,1884,0.297472
Brahms,2.98423,2.82218,60.7407,3/2,1884,0.890492
Brahms,2.64979,3.03112,26.6667,3/4,1884,1.44882
Brahms,2.71007,2.67034,46.5873,2/2,1891,1.72441
Brahms,2.75799,2.80041,17.8947,2/2,1891,0.884184
Brahms,2.71078,2.933,65.5556,4/4,1891,0.811278
Brahms,2.85788,3.02323,20,3/4,1891,0.629249
Bach,3.10869,2.8037,15.8333,2/2,1720,1.08631
Brahms,3.32048,2.68022,42.1053,6/8,1891,0.684038
Brahms,2.5583,2.53869,44.2105,2/4,1891,0.721928
Brahms,3.17623,3.17767,26,6/8 9/8,1891,1.29879
Brahms,2.30504,2.43004,33.3333,2/2,1853,0.99403
Brahms,2.52287,2.85554,36.8254,2/2,1853,1.56832
Brahms,2.55805,2.58101,12.1212,3/4,1853,0.619382
Brahms,2.37496,2.05805,72.6667,3/4,1853,1.33468
Brahms,2.92495,2.92639,47.2089,4/4 4/4,1853,1.93272
Brahms,3.10113,2.9357,41.1594,4/4,1853,1.49692
Brahms,2.97958,3.10578,51.3131,3/4,1853,1.36031
Bach,2.6494,2.65564,30.303,3/4,1720,0.979869
Brahms,3.01745,2.46843,26.9841,3/4,1853,1.0958
Brahms,2.89947,2.85366,68.557,3/4,1880,1.73604
Brahms,2.64721,3.06485,32.6316,3/4,1880,0.828056
Brahms,2.34544,3.06977,44.9763,3/4,1880,1.16744
Brahms,2.53022,2.74376,56.7359,2/4,1880,2.1066
Brahms,2.86173,2.36325,16.9231,6/8,1880,1.17797
Brahms,2.44107,2.41383,42.2222,6/8,1880,1.52623
Brahms,2.69302,2.8743,39.2982,4/4,1880,1.37095
Brahms,2.70907,2.81025,24.8485,4/4,1880,0.721928
Brahms,2.22081,3.37873,10,4/4,1880,0.958712
Bach,2.90564,2.65564,33.3333,2/2,1720,0.961237
Brahms,2.46924,2.79335,71.431,3/4,1886,0.890492
Brahms,2.70366,2.25569,113.778,3/4,1886,1.61075
Brahms,2.14384,2.37476,65.213,3/4,1886,1.84644
Brahms,2.54509,2.85912,19.0476,2/2,1886,0.684038
Brahms,2.59003,2.72886,25.9259,3/4 2/4 3/4 2/4,1886,0.998001
Brahms,2.32428,2.88955,37.5758,9/8 6/8 9/8 6/8,1886,1.25163
Brahms,2.62451,2.81123,33.3333,6/8,1886,1.12549
Brahms,2.34572,2.53661,30.6878,6/8,1886,1.18872
Brahms,2.44284,2.61593,40,2/4,1885,0.985228
Brahms,3.03327,2.88888,90.4762,9/8,1885,1.44882
Bach,2.95114,2.87925,15.6863,6/8,1720,0.991076
Brahms,2.35772,2.45772,37.7778,3/4,1885,1.53948
Brahms,2.22219,2.48171,48.7179,3/4,1885,1.4138
Brahms,2.48679,2.98233,66.6667,6/8,1885,1
Brahms,3.10382,3.42317,26.087,6/8,1885,0.738285
Brahms,2.85554,2.76858,54.2222,6/8,1885,1.43552
Brahms,2.40139,2.31628,38.9683,2/4,1873,1.82545
Brahms,2.33094,2.72094,45.614,2/4,1861,1.6512
Brahms,2.33116,2.76067,12.5,3/4,1865,0.997503
Bach,2.97288,3.01366,62.6331,2/2,1781,1.8556
Bach,2.71879,2.63183,67.1429,3/4,1708,1.28669
Brahms,2.70356,2.35649,68.8889,3/4,1865,1.57943
Brahms,2.62955,2.55023,50,3/4,1865,0.863121
Brahms,2.62205,3.12742,48.8445,3/4,1865,1.81135
Brahms,2.30119,2.85367,73.4392,3/4,1865,1.72297
Brahms,2.23843,2.76474,68.8889,3/4,1865,1.58202
Brahms,3.05077,2.82272,60.6061,3/4,1865,0
Brahms,1.61309,2.94396,14.8148,3/4,1865,0.899744
Brahms,2.29219,2.87605,47.4747,3/4,1865,1.19642
Brahms,2.90195,2.59037,56.4103,3/4,1865,1.19946
Brahms,2.01476,2.4956,24.2424,3/4,1865,0.80767
Brahms,2.79883,2.5297,49.8413,3/4,1865,1.66925
Brahms,1.71441,2.34676,40.6667,3/4,1865,1.31274
Britten,2.44449,2.69881,92.2767,2/2,1944,2.19166
Britten,2.62348,2.4049,70.3704,2/2,1944,0.968608
Britten,2.01518,2.80529,55.1329,2/2,1944,1.54515
Britten,2.34153,2.86542,37.037,2/2,1944,0.362051
Britten,2.67704,2.60701,61.0526,2/2 3/2,1944,0.927448
Britten,2.28271,2.76588,33.3333,6/4,1944,0.966452
Britten,2.89572,2.92268,30.7692,2/2,1944,1.49419
Britten,2.31988,2.93843,29.1023,2/2,1944,0.982603
Britten,3.00568,2.42949,39.9683,3/2 2/2,1944,1.6494
Britten,2.79044,2.76384,38.2416,4/4,1932,1.92417
Britten,2.519,2.62151,71.3624,4/4,1932,2.41937
Britten,2.76411,2.64976,83.3143,2/2,1932,1.63288
Britten,2.45034,2.95207,26.6687,3/4,1932,1.46906
Britten,2.88084,3.10151,4.44444,2/2,1933,0
Britten,2.86309,2.954,58.6667,2/2,1933,1.46809
Britten,2.77869,2.69869,59.1111,6/8,1933,1.16744
Britten,2.05805,2.66543,79.127,3/2,1933,1.70559
Britten,2.78374,2.52287,68.4982,3/2,1933,1.88024
Britten,2.63935,2.6037,16.6667,2/2,1933,0.868393
Britten,2.81594,2.84885,39.6078,2/2,1933,1.11552
Britten,2.81592,2.97442,60.5195,3/4,1937,1.23616
Bruch,2.86763,2.57262,69.918,4/4,1868,2.05242
Bruch,3.13489,2.34768,43.4138,4/4,1868,2.30997
Bruch,2.84145,2.84644,37.619,4/4,1868,1.32446
Bruch,2.10862,2.72454,31.0263,4/4,1868,1.91108
Bruch,2.25947,2.52307,48.9177,3/8,1868,1.99865
Bruch,2.57019,2.89185,57.8231,3/8,1868,1.96982
Bruch,2.6081,2.24161,57.053,2/2,1868,2.17065
Bruch,2.54053,2.59901,66.8407,2/2,1868,2.25656
Bruch,2.55218,2.41383,98.1552,4/4,1878,2.4138
Bruch,2.12809,2.94168,15.942,4/4,1878,0.658351
Bruch,2.56849,2.62296,91.6959,4/4,1878,1.64906
Bruch,2.93099,3.00097,49.0847,2/2,1878,1.77798
Bruch,1.81198,1.415,90.8814,3/8,1878,1.18973
Bruch,2.57865,2.26009,51.979,3/8,1878,1.52296
Bruch,2.91306,2.99582,64.127,3/8,1878,1.18562
Bruch,2.72956,2.5459,37.6,4/4,1881,1.2235
Bruch,2.18201,2.02024,92.9625,4/4,1881,2.66353
Bruch,2.65739,2.64237,23.5294,4/4,1881,1.25163
Bruckner,3.23686,2.77926,56.9697,4/4,1862,1.55894
Bruckner,2.43412,2.55533,61.3333,4/4,1862,0.371232
Bruckner,2.48633,2.81631,32.4545,4/4,1862,1.32501
Bruckner,3.01869,3.04322,14.0359,3/4,1879,1.35272
Bruckner,2.73713,3.28937,102.655,3/4,1879,2.25776
Bruckner,3.00752,3.19201,31.5789,3/4,1879,0.856996
Bruckner,2.96489,3.20489,16.6667,3/4,1879,0.721928
Bruckner,2.75273,3.04642,31.9328,4/4,1879,1.67943
Bruckner,2.45469,2.73947,55.8333,4/4,1879,1.29546
Bruckner,2.72193,2.3037,70.7615,2/2,1873,2.12581
Bruckner,2.32441,2.62135,48.8889,2/2,1873,1.66918
Bruckner,2.63589,3.1875,79.2371,2/2,1873,2.59436
Bruckner,2.43908,2.57947,8.42004,2/2,1873,0.970951
Bruckner,2.8152,2.9278,56.7223,4/4,1873,2.18367
Bruckner,2.83524,2.83524,42.8571,3/4,1873,0.918296
Bruckner,2.78987,2.98709,47.619,3/4,1873,1.54857
Bruckner,2.53915,2.1226,9.52381,3/4,1873,0.94566
Bruckner,2.6494,2.72722,35.7143,3/4,1873,1.43537
Bruckner,2.91749,2.67101,32.4405,3/4,1873,1.18973
Bruckner,2.36957,2.05792,62.6455,2/2,1873,2.22219
Bruckner,3.40058,2.9988,24.0741,2/2,1873,0.482179
Bach,2.62581,2.4183,14.8148,4/4,1720,0.721928
Bruckner,2.21885,2.81634,32.459,2/2,1874,1.73815
Bruckner,2.93957,2.75591,64.3386,2/2,1874,1.28067
Bruckner,2.37722,2.7327,55.0376,4/4,1874,1.59546
Bruckner,1.98243,2.94722,51.9947,4/4,1874,1.88141
Bruckner,2.48368,2.12644,46.0621,2/4,1874,2.009
Bruckner,2.66013,2.82218,33.3358,2/4,1874,0.890492
Bruckner,2.77028,2.62468,21.1765,3/4,1874,0.503258
Bruckner,2.95834,2.75161,36.2959,2/2,1874,2.28925
Bruckner,2.23395,2.86659,72.8297,4/4,1874,1.98777
Bruckner,2.54567,2.54808,55.9415,4/4,1874,2.11808
Bruckner,2.83508,2.57947,43.7427,4/4,1874,1.76096
Bruckner,2.29632,2.59939,66.2857,2/2,1875,1.98523
Bruckner,2.61058,2.75343,90.4965,2/2,1875,2.44644
Bruckner,2.70356,3.04491,66.0551,4/4,1875,2.06356
Bruckner,2.86596,2.64644,33.3333,4/4,1875,1.12164
Bruckner,2.30042,2.98644,65.4902,4/4,1875,2.01822
Bruckner,2.4178,2.6578,37.5238,3/4,1875,1.74484
Bruckner,2.91277,2.8365,47.5,3/4,1875,0.993897
Bruckner,3.17013,2.33538,50,3/4,1875,0.873981
Bach,2.15272,1.97265,3.7037,3/8,1720,0.297472
Bruckner,2.31762,2.708,41.3344,2/4,1875,1.04344
Bruckner,2.7499,3.11808,77.0101,4/4,1875,1.43552
Bruckner,2.7875,3.02788,57.4762,4/4,1875,1.66925
Bruckner,2.75444,2.504,14.2857,4/4,1875,0.896038
Bruckner,2.91763,2.44734,61.0159,2/2,1881,1.89427
Bruckner,3.3211,3.11058,53.3333,2/2,1881,1.83524
Bruckner,2.14522,3.35195,84.3258,4/4,1881,2.46924
Bruckner,2.75249,2.64721,56.2963,4/4,1881,1.87102
Bruckner,2.84535,2.77672,62.1123,4/4,1881,2.59179
Bruckner,2.26103,2.87165,48.8221,4/4,1881,1.97095
Bach,2.2449,2.88178,59.2196,4/4,1720,2.02292
Bach,2.81507,2.81507,14.8148,2/4,1720,0.721928
Bruckner,2.86625,3.03969,39.5635,3/4,1881,1.65033
Bruckner,2.9826,2.73794,54.7619,3/4,1881,1.61857
Bruckner,2.54402,2.31015,47.1074,3/4,1881,2.13394
Bruckner,3.17302,3.01592,112.766,2/2,1881,2.32888
Bruckner,2.40229,2.83249,15.3846,2/2,1881,0
Bruckner,2.00217,2.55773,96.1708,4/4,1891,1.95915
Bruckner,3.05954,2.42083,70.2757,2/2,1891,1.64115
Bruckner,3.29334,2.55948,15.2381,3/4,1891,0.886541
Bach,2.77869,2.91741,47.5188,4/4,1781,2.24178
Bach,2.97095,2.76596,30,3/4,1720,1.16609
Bruckner,2.94644,3.34644,54.1026,4/4,1891,1.80242
Bruckner,2.99662,3.19716,41.9048,4/4,1891,1.5656
Bach,2.89192,2.5615,8.08081,4/4,1720,0.522559
Bach,1.37528,1.9656,100,3/4,1720,1
Bach,1.92398,2.40491,38.4314,2/2,1720,1.45915
Bach,2.78987,3.08233,11.7647,4/4,1720,0.297472
Bach,1.81706,2.9549,6.06061,3/4,1720,0.426229
Bach,2.01688,2.17691,49.4048,6/4,1717,0.721928
Bach,2.52274,2.8152,31.1111,2/2,1717,0.997503
Bach,2.53416,1.96577,14.0351,3/4,1717,0.721928
Bach,2.23698,2.90195,35.7143,6/8,1717,1.62822
