composer,intervallic_entropy,melodic_entropy, average_nPVI, meter,date,rhythm_entropy
Sibelius,2.3093,2.72013,51.3072,4/4,1900,1.29584
Saint-sa&euml;ns,2.88347,2.93876,50,4/4,1905,1.0141
Sibelius,1.91612,2.82935,11.5942,2/4,1900,1.09948
Saint-sa&euml;ns,2.84732,2.96775,63.7681,4/4,1905,0.721928
Saint-sa&euml;ns,2.43251,2.71526,55.619,4/4,1905,1.69924
Saint-sa&euml;ns,2.81977,3.00687,33.3333,3/4,1905,0.629249
Saint-sa&euml;ns,2.66884,2.933,49.0503,3/4,1905,1.55461
Saint-sa&euml;ns,2.54749,2.62843,28.2051,6/8,1885,0.764205
Saint-sa&euml;ns,2.43508,2.58347,8.33333,6/8,1885,0.787127
Saint-sa&euml;ns,2.87448,3.13361,32.2857,3/4,1885,1.14883
Smetana,3.01923,2.75199,80.1746,4/4,1880,1.92735
Smetana,2.60851,2.64998,59.9118,4/4,1880,1.93595
Smetana,2.92307,2.94928,18.7135,2/4,1880,1.206
Smetana,2.43927,1.97848,50.7692,2/4,1880,1.55461
Saint-sa&euml;ns,2.9152,2.98709,167.686,4/4,1922,
Saint-sa&euml;ns,2.60485,3.0166,26.6667,3/8,1885,0.770629
Smetana,2.00274,2.37302,57.449,6/8,1880,2.2037
Smetana,1.54081,2.293,16.8338,2/4,1880,1.05828
Smetana,2.86318,2.76527,52.0757,2/4,1880,1.22439
Smetana,2.18867,2.15643,42.029,2/2,1866
Smetana,2.32292,2.43166,32.0762,2/2,1866
Smetana,2.35597,2.41343,48.4458,2/2,1866
Smetana,1.95075,2.71479,62.8807,2/4,1866
Smetana,3.00626,2.67606,46.9697,2/4,1866
Smetana,2.93282,2.21264,69.7778,2/4,1866
Saint-sa&euml;ns,2.14941,2.3228,33.3333,3/8,1885,0
Smetana,2.60475,3.0875,9.14286,2/4,1866
Smetana,2.81541,2.3388,40.8333,2/4,1866
Smetana,2.51306,3.03768,17.0833,2/4,1866
Smetana,2.56,2.20764,45.1852,2/4,1866
Smetana,2.2119,2.64809,65,6/8,1880,1.56128
Smetana,2.10098,2.19812,16,2/4,1880,1.11552
Smetana,2.70138,2.22043,57.1901,4/4,1880,0.764205
Smetana,2.57882,2.26382,68.8889,6/8,1880,0.995727
Smetana,2.66494,2.37861,37.8571,2/4,1881,1.95526
Smetana,1.95667,2.81507,22.167,3/4,1881,1.17319
Smetana,2.43338,2.43509,72.549,3/4,1881,0.845351
Smetana,2.79077,2.098,40.6349,2/4,1881,1.14332
Smetana,2.42566,2.64823,113.75,2/4,1881,1.58288
Smetana,3.12423,2.77198,81.4117,3/4,1879,1.93626
Smetana,2.16096,2.84644,91.8671,3/4,1879,2.11749
Smetana,3.10726,3.18111,25.1701,2/4,1879,1.06662
Smetana,2.85177,2.83362,40.1914,2/4,1879,1.37789
Smetana,3.37714,2.98633,67.6667,2/4,1879,1.8578
Saint-sa&euml;ns,3.13673,2.8314,68.0279,4/4,1885,2.02539
Smetana,2.81991,2.42117,113.329,3/4,1879,2.1398
Smetana,2.4215,2.64921,65.8503,2/4,1879,1.46526
Soler,2.40466,2.69562,28.9855,3/8,1796,1.45915
Soler,2.20899,2.954,39.1663,6/8,1796,1.83361
Soler,2.78059,2.50738,12.5165,3/8,1796,0.831544
Sousa,2.92878,2.68142,49.0909,6/8,1896,0.322757
Sousa,2.84327,2.95915,48.397,6/8,1896,1.20804
Sousa,2.04192,2.34874,67.7778,2/4,1896,1.61599
Sousa,2.8209,2.73394,46.6667,2/4,1896,1.40564
Saint-sa&euml;ns,2.52473,2.70138,8.33333,4/4,1885,0.787127
Sousa,2.78902,2.98334,47.4074,2/2,1890,0.856996
Sousa,2.76588,2.89629,52.5,4/4,1890,1.41664
Sousa,2.65398,2.91782,80.5873,2/2,1890,2.04854
Sousa,2.82588,2.80776,29.3333,2/2,1890,0.77935
Sousa,3.03327,2.7876,44.4444,6/8,1895,0.548954
Sousa,2.87028,2.88955,50.7937,6/8,1895,0.589626
Sousa,2.9619,3.05111,59.6491,6/8,1895,1.5511
Sousa,3.23993,3.17177,52.7778,6/8,1893,0.644974
Sousa,2.97001,2.90227,30.9524,6/8,1893,1.42819
Sousa,2.97645,2.5683,48.8889,6/8,1893,1.29574
Sousa,2.77929,3.0166,53.7229,6/8,1888,0.547553
Sousa,3.02334,2.83892,46.4284,6/8,1888,0.991076
Sousa,2.51908,1.97869,74.2237,6/8,1888,1.75748
Saint-sa&euml;ns,2.31798,2.60675,52.3433,9/8,1881,1.53679
Sousa,2.937,2.89032,71.746,6/8,1888,1.57743
Sousa,2.79671,3.05059,46.7463,2/2,1897,1.26393
Sousa,2.55918,2.7912,48.254,2/2,1897,1.86797
Sousa,2.33781,2.26288,64.1083,2/2,1897,1.82482
Sousa,2.51508,2.28903,6.66667,2/2,1897,1.20091
Sousa,3.08746,2.96203,66.436,2/2,1889,1.33468
Sousa,2.17565,1.93224,53.0598,2/2,1889,1.48068
Sousa,3.19595,2.92774,50.8271,2/2,1889,1.5134
Sousa,3.02699,2.71545,96.8056,2/2,1889,1.9183
Sousa,2.77727,2.8389,37.6543,6/8,1889,0.773228
Saint-sa&euml;ns,2.30827,2.01688,37.9487,9/8,1881,1.09491
Sousa,2.38743,2.42668,64.0629,6/8,1889,1.76974
Sousa,3.17827,2.8998,34.6772,6/8,1889,1.54224
Spohr,2.91711,2.83162,49.5567,4/4,1820,1.83464
Spohr,2.72018,3.04248,62.6631,3/4,1820,2.12322
Spohr,3.20754,3.0549,88.7352,4/4,1820,1.7605
Spohr,3.26633,3.15522,44.4444,4/4,1820,1.70559
Spontini,2.75444,2.64242,71.453,4/4,1807
Spontini,2.54145,2.6037,79.707,4/4,1807
Saint-sa&euml;ns,2.85828,3.0141,23.1633,6/8,1881,1.06128
Spontini,3.13329,2.90181,25.1208,4/4,1807
Stamitz,2.3531,2.73715,35.3846,2/2,1774,1.71938
Stamitz,2.91389,2.86699,51.2821,4/4,1774,1.52193
Stamitz,3.1378,2.96888,40.3402,3/4,1774,1.88141
Stamitz,2.56672,2.91763,17.037,3/4,1774,0.845106
Saint-sa&euml;ns,2.55914,3.06608,17.0635,6/8,1881,0.851933
Stamitz,2.60636,3.03214,40.8841,2/2,1774,0.77935
Still,2.3492,2.27825,19.0476,4/4,1931,0.605291
Still,2.95368,2.57064,68.3548,4/4,1931,1.50442
Still,2.58353,2.7874,68.1818,4/4,1931,1.4166
Still,2.52322,2.42322,72.3855,4/4,1931,1.60494
Saint-sa&euml;ns,2.54883,3.03158,17.7778,4/4,1922,0.988181
Saint-sa&euml;ns,2.40229,2.20643,40.8889,2/4,1881,1.08631
Still,2.9656,2.81453,81.3139,4/4,1931,1.62581
Still,3.07908,2.80489,46.4444,4/4,1931,1.22073
Still,3.21925,2.52193,49.0683,4/4,1931,1.59508
Still,2.51741,2.59908,59.5518,3/4,1931,1.67798
Still,3.17083,2.97729,12.8205,6/8,1931,0.764205
Saint-sa&euml;ns,2.3742,3.03536,17.5439,2/4,1881,0.402179
Strauss,2.90691,3.11336,50.7937,2/4,1862,1.67141
Strauss,2.25569,2.88815,19.0476,2/4,1862,0.99403
Strauss,3.09952,3.08593,31.1365,4/4,1862,1.78308
Strauss,3.21174,2.74779,33.5802,2/4,1862,1.37878
Saint-sa&euml;ns,2.45101,2.95232,27.0531,3/4,1881,1.41956
Strauss,2.92426,3.13072,21.5084,3/4,1862,0.834347
Strauss,3.19951,2.97221,47.2562,3/4,1862,1.1867
Strauss,2.66714,2.50008,28.5057,2/4,1862,1.10331
Strauss,2.9847,2.92179,89.8685,2/2,1883
Strauss,3.25648,3.09853,26.6667,2/4,1883
Strauss,3.30718,2.76982,69.8028,3/4,1883
Strauss,2.92873,3.02237,54,6/8,1883
Strauss,2.85603,2.65603,65.075,2/4,1883
Strauss,2.73588,3.03637,67.8005,2/4,1885
Strauss,2.99229,2.78374,14.902,2/4,1885
Saint-sa&euml;ns,2.31248,2.33291,33.4608,6/8,1881,1.5734
Strauss,2.72046,2.82422,75.0471,3/4,1885
Strauss,2.70015,2.59343,50.1253,3/4,1885
Strauss,2.78797,2.44302,45.8333,3/4,1867,0
Strauss,2.46326,2.46024,30.7692,3/4,1867,0.70757
Strauss,2.68201,2.58362,77.9487,3/4,1867,0.468996
Strauss,2.92353,2.92769,88.1792,3/4,1867,0.811278
Strauss,2.77115,2.52056,44.5378,3/4,1867,1.54081
Strauss,2.82226,2.94327,14.0351,3/4,1867,0.235193
Strauss,3.15957,2.85927,39.6491,3/4,1867,1.40293
Strauss,3.0314,2.89807,100.349,3/4,1867,
Saint-sa&euml;ns,2.7791,2.70478,51.7209,6/8,1881,2.06337
Strauss,2.99878,2.61551,62.2222,3/4,1867,1.6494
Strauss,2.86804,2.72118,46.712,3/4,1867,1.21834
Strauss,3.06611,3.09307,78.4314,3/4,1874,1.84644
Strauss,2.46222,3.13072,21.5084,3/4,1874,0.834347
Strauss,3.30167,3.29365,79.2482,3/4,1874,0
Strauss,2.70696,2.83246,36.0119,3/4,1874,0.975119
Strauss,3.26007,2.77368,27.3684,3/4,1874,0.963881
Strauss,3.27835,2.95131,57.971,3/4,1874,1.66918
Strauss,2.8935,3.34925,54.9784,3/4,1883,1.01524
Strauss,3.14347,2.75908,69.7436,3/4,1883,1.15955
Saint-sa&euml;ns,2.64116,2.7064,28.8095,2/2,1881,1.59859
Strauss,3.11673,3.19455,63.2738,3/4,1883,1.69684
Strauss,3.06512,2.84314,61.7778,3/4,1883,1.17607
Strauss,3.01024,3.14787,57.1429,3/4,1883,1.17797
Strauss,2.67656,2.98334,65.119,3/4,1883,1.87356
Strauss,2.42868,2.6964,132.167,3/4,1868,1.43552
Strauss,2.8152,2.90412,68.8693,3/4,1868,0
Strauss,3.04573,2.92105,35.9637,3/4,1868,1.44195
Strauss,2.72603,2.62537,61.7234,3/4,1868,1.57942
Strauss,2.61687,2.73452,106.667,3/4,1868,1.59909
Strauss,3.14329,2.88273,60,3/4,1868,1.51378
Saint-sa&euml;ns,2.94513,2.89315,23.8095,2/2,1881,1.31639
Strauss,2.5625,2.76613,78.2609,3/4,1868,0.918296
Strauss,1.93814,2.24048,36.1111,3/4,1868,0.918296
Strauss,3.02315,2.99795,71.3725,3/4,1868,1.53049
Strauss,2.97018,2.27206,71.0476,3/4,1889,1.75
Strauss,2.36371,2.58046,77.754,3/4,1889,2.05881
Strauss,2.57393,2.55351,24.898,3/4,1889,0.811278
Strauss,2.95324,2.7347,102.466,3/4,1889,2.0924
Strauss,2.39742,2.25193,35.2941,3/4,1889,1
Strauss,2.96814,2.91784,50.2222,3/4,1889,1.10561
Strauss,3.15505,2.89272,39.2593,3/4,1889,1.25678
Saint-sa&euml;ns,2.47126,2.79094,1.96078,6/8,1886,0
Strauss,2.50775,2.58108,93.5873,3/4,1867,1.47283
Strauss,3.07102,2.80873,89.8747,3/4,1867,0.811278
Strauss,1.90368,2.26381,24.5614,3/4,1867,0.721928
Strauss,2.38307,2.75954,73.3333,3/4,1867,1.55743
Strauss,3.28983,2.80852,94.7763,3/4,1867,1.37878
Strauss,2.7899,2.56003,68.0952,3/4,1867,1.48323
Strauss,2.68481,2.86296,75.3571,3/4,1867,1.79248
Strauss,2.72603,2.48948,77.193,3/4,1867,1.53798
Strauss,2.70255,2.13161,60.9524,3/4,1867,1.28705
Strauss,2.9601,2.70086,69.7436,3/4,1882,1.12549
Saint-sa&euml;ns,2.77219,2.70356,87.3333,6/8,1886,1.49582
Strauss,2.50274,2.78039,75.5556,3/4,1882,1.84644
Strauss,3.02533,2.75319,72.633,3/4,1882,1.51956
Strauss,2.98192,2.96204,35.8974,3/4,1882,0.721928
Strauss,2.96867,2.69866,87.7414,3/4,1883,0.811278
Strauss,1.90368,2.26381,24.5614,3/4,1883,0.721928
Strauss,2.38307,2.75954,73.3333,3/4,1883,1.55743
Strauss,3.28983,2.80852,94.7763,3/4,1883,1.37878
Strauss,2.71186,2.16321,54.8571,3/4,1883,1.33827
Strauss,2.34612,2.54877,97.627,3/4,1864,0.721928
Strauss,2.65354,2.21086,79.9365,3/4,1864,1.83659
Saint-sa&euml;ns,3.24254,3.16472,55.0725,6/8,1886,0.961237
Strauss,3.07242,2.69232,40,3/4,1864,1.30879
Strauss,3.02323,2.74139,69.0476,3/4,1864,0.913283
Strauss,3.09698,2.95289,63,3/4,1864,1.40411
Strauss,3.38797,2.98093,61.927,3/4,1877,0.970951
Strauss,2.6578,2.63327,39.5833,3/4,1877,0.978016
Strauss,2.51857,2.6567,40.2435,3/4,1877,0.776973
Strauss,2.96147,3.02142,28.0702,3/4,1877,1.18639
Strauss,3.13384,2.80592,108.262,3/4,1880,0
Strauss,3.13957,2.84774,59.5411,3/4,1880,1.3411
Strauss,2.2037,2.34644,36.3636,3/4,1880,1
Saint-sa&euml;ns,3.42991,2.73003,14.0351,3/4,1922,0.863121
Saint-sa&euml;ns,3.01915,3.02817,16,4/4,1886,0.380947
Strauss,3.10391,2.92103,85.6743,3/4,1880,1.86383
Strauss,3.3194,2.98876,43.6684,3/4,1880,1.21148
Strauss,2.92287,2.81454,40,3/4,1880,0.863121
Strauss,2.28331,2.49439,66.7932,3/4,1880,2.12661
Strauss,2.96282,3.02896,74.1553,3/4,1886,0.721928
Strauss,3.02995,2.72319,95.6467,3/4,1886,
Strauss,2.62302,2.63846,24.5614,3/4,1886,0.721928
Strauss,2.1752,2.61965,142.149,3/4,1886,1.32353
Strauss,2.36991,2.45915,66.6667,3/4,1886,1
Strauss,2.77178,2.77752,43.4783,3/4,1871,1.45915
Saint-sa&euml;ns,2.23066,2.16993,35.1323,6/8,1886,1.0141
Strauss,1.96699,2.39874,68.8254,3/4,1871,1.27994
Strauss,3.13942,3.04297,46.1111,3/4,1871,0.640206
Strauss,2.7941,3.06602,51.7698,3/4,1871,
Strauss,3.12694,3.23406,27.1111,3/8,1871,0.894552
Strauss,2.20191,2.3812,123.877,3/4,1869,0.991076
Strauss,2.96772,2.59307,64.1758,3/4,1869,1.57095
Strauss,3.05721,2.95397,47.6863,3/4,1869,0
Strauss,2.54043,2.7371,74.6366,3/4,1869,1.84644
Strauss,2.28341,2.85428,68.2939,3/4,1869,0.970951
Strauss,3.0294,3.06896,58.5507,3/4,1869,1.46048
Saint-sa&euml;ns,3.17844,2.9138,26.25,2/4,1886,0.970951
Strauss,2.61334,2.53641,102.035,3/4,1873,2.17458
Strauss,2.77237,2.60019,57.1014,3/4,1873,1.81128
Strauss,2.50033,2.85305,40.582,3/4,1873,1.40564
Strauss,3.00177,2.90468,63.8492,3/4,1873,1.99328
Strauss,2.41327,2.73291,65.9259,3/4,1873,1.3093
Strauss,2.71188,2.7912,49.2063,3/4,1873,1.48323
Strauss,2.7941,2.62713,155.924,3/4,1866,
Strauss,2.92798,2.85305,74.5455,3/4,1866,1.41358
Strauss,3.0689,2.84999,17,3/4,1866,0.918296
Strauss,2.93719,2.86576,78.0952,3/4,1866,1.52193
Saint-sa&euml;ns,2.63565,2.79671,38.7879,2/2,1886,1.06662
Strauss,2.49334,2.34376,56.9615,3/4,1866,1.74917
Strauss,2.53064,2.54596,11.1111,3/4,1866,1.45915
Strauss,2.14283,2.09673,25.2874,3/4,1866,0.721928
Strauss,2.69951,2.72647,64.2105,3/4,1866,1.78838
Strauss,2.72058,2.64807,82.0625,2/2,1848,
Strauss,3.17575,2.91436,47.0563,2/2,1848,1.21148
Strauss,2.8343,1.97987,50.8148,3/4,1865,1.89427
Strauss,3.13067,2.55086,42.2035,3/4,1865,0.811278
Strauss,3.1031,3.01101,85.5051,3/4,1865,2.1045
Strauss,2.65625,2.9876,47,3/4,1865,1.71034
Saint-sa&euml;ns,2.85019,3.04284,20.0787,2/2,1886,1.31432
Strauss,2.94928,2.75908,16.6667,3/4,1865,0.591673
Strauss,2.92323,2.63969,30.1961,3/4,1865,1.49111
Strauss,2.76294,2.69295,70.8333,3/4,1868,1.26744
Strauss,2.94709,2.58054,59.3137,3/4,1868,
Strauss,3.09894,3.10188,48.8889,3/4,1868,1.73815
Strauss,2.63559,2.87291,75.5556,3/4,1868,1.32218
Strauss,2.52296,2.29097,36.7901,3/4,1868,1.01376
Strauss,2.54982,2.89462,90.2674,3/4,1868,1.64973
Strauss,2.62106,2.8305,83.2498,3/4,1858,1
Strauss,2.93804,2.7223,81.6807,3/4,1858,1.79034
Saint-sa&euml;ns,2.63193,2.90475,64.1167,6/8,1857,1.47626
Strauss,2.51205,2.68597,70.5556,3/4,1858,1.37095
Strauss,2.85783,2.77557,51.8329,3/4,1858,0.918296
Strauss,2.45827,2.63754,16.6667,3/4,1858,0
Strauss,2.62925,2.12348,88.952,4/4,1915,1.61719
Strauss,1.99054,2.85482,59.9524,4/4,1915,1.69093
Strauss,3.35534,3.14425,73.3364,4/4,1915,0.811278
Strauss,3.04145,2.90869,78.9451,4/4,1915,1.90564
Strauss,3.04489,2.24322,127.049,4/4,1915,2.27095
Strauss,2.59688,2.64388,75.9256,4/4,1915,2.22201
Strauss,2.85222,2.6494,70.6878,3/4,1915,2.55034
Saint-sa&euml;ns,2.22593,3.07647,108.829,6/8,1857,1.37095
Strauss,2.84503,2.86803,42.6501,2/2,1915,1.42928
Strauss,2.88443,3.19671,30.4056,2/2,1915,1.13574
Strauss,2.82339,2.96502,62.1065,2/2,1915,1.49626
Strauss,2.9968,2.30146,80.516,4/4,1915,2.16712
Strauss,3.1245,3.25262,75.7899,4/4,1915,1.82501
Saint-sa&euml;ns,2.61334,2.85429,42.4242,6/8,1857,1.35164
Strauss,2.93685,2.77059,61.191,4/4,1887,1.8496
Strauss,3.09535,2.97528,96.9887,4/4,1887,2.08623
Strauss,3.01301,2.96502,71.7066,4/4,1887,2.21532
Strauss,3.38379,2.70973,53.0994,6/4,1887,1.68794
Saint-sa&euml;ns,2.27341,2.42682,64.6661,3/4,1886,0
Strauss,3.0869,3.05373,50.2262,6/4,1887,0
Strauss,3.14347,2.97288,54.0476,6/4,1887,1.55743
Strauss,2.96933,2.59503,50.0797,6/4,1887,1.34202
Strauss,2.87925,2.8152,41.7195,3/2,1887,1.41085
Strauss,3.17928,3.03216,50.1449,3/8,1887,2.04598
Strauss,2.47375,2.84825,79.5433,3/8,1887,2.62268
Strauss,2.58604,2.53571,66.6772,3/8,1887,2.44641
Strauss,3.11327,2.56721,70.8009,6/8,1887,2.37899
Strauss,2.28035,2.67046,127.023,2/4,1887,1.81712
Strauss,2.80016,2.52217,73.3968,2/4,1887,2.17356
Saint-sa&euml;ns,2.88386,2.75908,52.8205,3/4,1886,1.16609
Strauss,3.26083,3.01057,48.0952,2/4,1887,1.67291
Strauss,2.90195,3.08377,50.8272,2/4,1887,1.05402
Strauss,2.40667,2.80735,75.485,2/4,1887,2.24644
Saint-sa&euml;ns,3.2979,2.73593,43.3333,2/2,1922,1.17528
Saint-sa&euml;ns,2.07463,2.2301,7.11111,3/4,1886,0.702467
Sammartini,2.13272,2.91108,74.7826,2/4,1742,1.52193
Strauss,3.13233,2.89958,42.9885,3/4,1890,1
Strauss,2.88836,2.83857,88.0107,3/4,1890,2.86558
Strauss,2.85869,2.63327,88.2011,3/4,1890,2.39428
Strauss,3.06512,2.67742,73.4444,3/4,1890,1.57135
Strauss,3.02621,3.13982,67.619,3/4,1890,1.4619
Strauss,3.20897,3.11058,57.0347,2/2,1889,2.21855
Sammartini,2.73935,3.04644,52.9735,4/4,1742,1.72331
Strauss,3.32066,3.22488,109.177,2/2,1889,2.55283
Strauss,3.32393,3.03832,60.1078,4/4,1889,2.32996
Strauss,3.40869,2.83321,41.7778,2/2,1889,1.51973
Strauss,2.40874,2.5925,86.4946,2/2,1889,1.25163
Strauss,2.78902,2.53863,85.7547,2/2,1889,2.0126
Strauss,3.27955,3.06353,48.0083,4/4,1898,2.37135
Strauss,3.4581,3.39954,54.1872,4/4,1898,0.894552
Strauss,3.09671,3.0875,78.0013,4/4,1898,2.27043
Strauss,2.78339,3.14559,51.2381,4/4,1898,1.8556
Strauss,3.01453,2.73624,25.1852,4/4,1898,
Sammartini,2.25846,2.81634,17.7551,12/8,1742,0.696212
Strauss,3.13817,2.60674,43.8799,3/4 4/4 3/4 4/4,1898,1.62482
Strauss,3.12888,2.69469,78.5142,4/4,1899,2.19546
Strauss,3.50928,3.12888,64.3884,4/4,1899,1.80313
Strauss,3.15727,3.20499,61.4099,4/4,1899,1.92687
Strauss,2.55218,3.01688,66.0173,4/4,1899,1.42991
Strauss,3.90321,3.45729,22.619,3/4,1899,0.547553
Strauss,2.6426,3.20587,62.4307,4/4,1899,1.52472
Strauss,3.04145,2.44145,81.2479,4/4,1899,2.2246
Strauss,3.40664,2.99249,65.2214,4/4,1899,0.591673
Strauss,3.03832,2.84436,74.0255,4/4,1899,1.9072
Strauss,2.69421,2.92603,89.5881,3/4,1899,2.6488
Strauss,2.85547,3.13361,48.0643,4/4,1899,1.8049
Strauss,2.85456,2.65788,53.5101,3/4,1911,2.08489
Strauss,2.94109,2.69562,69.691,3/4,1911,2.43773
Strauss,3.00624,2.81592,68,3/4,1911,1.83837
Strauss,2.48318,2.77202,30.9524,3/4,1911,0.834347
Strauss,3.24472,2.61454,90.0969,3/4,1911,1.5
Strauss,3.39294,3.53064,78.8052,3/4,1905,2.63935
Strauss,4.01486,3.22569,77.8533,3/4,1905,2.4219
Strauss,3.04145,3.28418,65.2522,3/4,1905,1.6494
Strauss,2.569,2.82996,85.6536,3/4,1905,1.75266
Strauss,2.66455,2.6076,94.4755,3/4,1905,2.10474
Strauss,2.98832,3.04945,22.7451,2/4,1904,1.39215
Strauss,3.26818,2.69753,54.1414,2/4,1904,1.40293
Strauss,3.19024,3.2037,42.2827,2/4,1904,2.06291
Strauss,3.51024,3.0072,27.0476,2/4,1904,1.21702
Strauss,2.7286,2.43491,82.9524,2/4,1904,1.37878
Strauss,2.40888,2.62631,45.9649,6/8,1904,1.33616
Strauss,3.05077,2.54488,85.1968,4/4,1904,2.37456
Strauss,2.79465,2.97494,32.1429,4/8,1895,1.59167
Strauss,3.26502,3.04473,23.1884,6/8,1895,0.619382
Strauss,3.02699,2.87314,58.9744,6/8,1895,1.37095
Strauss,2.68008,2.65354,50.9804,6/8,1895,0.699858
Strauss,2.74145,2.57095,20.4444,6/8,1895,0.993393
Strauss,3.10552,2.69006,54.559,2/4,1895,1.94812
Strauss,2.52912,2.88178,25,6/8 2/4,1895,0.591673
Strauss,3.50354,3.08605,69.4811,4/4,1890,2.30107
Strauss,3.15508,2.77469,66.131,4/4,1890,1.88223
Strauss,3.19788,2.80164,38.1831,4/4,1890,1.53432
Strauss,2.80735,2.69951,81.8159,4/4,1890,1.89624
Strauss,1.97175,2.16264,28.5714,4/4,1890,0.543564
Stravinsky,3.3321,2.65283,111.176,4/4,1928
Stravinsky,3.1076,2.61302,129.167,4/4,1928
Stravinsky,2.77202,2.93443,39.4558,2/2,1928
Stravinsky,2.69866,2.82218,109.259,2/8,1928
Stravinsky,2.58418,2.34145,65.4161,3/4,1928
Stravinsky,2.91044,2.81045,14.2857,2/4,1928
Stravinsky,2.60624,2.87291,69.697,9/8,1928
Stravinsky,3.32486,2.7979,52.9412,2/4,1928
Stravinsky,2.65564,2.85846,96.6667,3/8,1928
Stravinsky,3.16307,3.06849,26.9841,4/8,1928
Stravinsky,3.3156,2.4394,18.8889,6/8,1928
Stravinsky,2.52469,2.77292,31.3725,4/2,1928
Stravinsky,2.51532,2.64809,43.4783,3/4,1928
Stravinsky,2.86032,2.32008,26.6667,2/4,1928
Stravinsky,2.3087,2.08044,32.1212,2/4,1928
Stravinsky,2.58355,2.5998,18.1818,3/4 4/4 3/4,1928
Stravinsky,3.19969,3.51756,19.0476,2/4,1928
Stravinsky,1.94432,2.14564,29.4118,2/4,1928
Stravinsky,2.83969,2.76001,22.2222,3/8,1928
Stravinsky,3.20386,2.93469,38.2456,4/4,1928
Saint-sa&euml;ns,2.80489,3.10874,37.6367,6/4,1922,1.592
Stravinsky,2.9152,2.55283,53.6508,3/4,1928
Stravinsky,3.38257,3.33468,83.7451,2/4,1928
Stravinsky,2.39232,2.61997,27.5,2/4,1928
Stravinsky,2.96375,2.64208,54.1667,6/8,1928
Stravinsky,3.10928,3.23908,36.2963,4/4,1928
Stravinsky,2.85051,2.80737,76.6667,2/4 3/4 2/4,1928
Stravinsky,2.84397,2.9988,35.8095,4/4,1928
Stravinsky,2.74484,2.43874,55.3333,2/4,1928
Stravinsky,3.20232,2.67742,56.8889,3/4 4/4,1928
Stravinsky,2.51908,1.42928,10.3333,2/4,1928
Stravinsky,2.77225,3.38108,33.0159,2/4,1929
Stravinsky,3.28663,2.61006,63.0476,2/4,1929
Stravinsky,3.03327,2.75249,28.5714,2/4,1929
Stravinsky,2.42622,2.14222,58.4874,3/4 2/4 3/4 2/4,1929
Stravinsky,3.26958,2.87647,32.1547,4/8,1929
Stravinsky,3.28832,2.9906,39.2982,4/8,1929
Stravinsky,2.99662,2.79465,49.2308,4/8,1929
Stravinsky,2.9968,2.80103,40.7304,2/8,1929
Stravinsky,3.31955,3.33175,39.7101,2/4,1929
Stravinsky,3.21953,2.93983,57.3333,2/4,1929
Stravinsky,3.33547,2.61482,51.8797,2/4,1929
Stravinsky,3.07552,2.61934,53.2275,2/4,1929
Stravinsky,3.06596,3.24644,4.16667,3/4,1929
Stravinsky,2.47494,2.67804,12.2807,2/4 3/4 2/4,1917
Stravinsky,2.67446,2.28513,25,2/4,1917
Stravinsky,1.59906,2.57741,14.4928,2/4,1917
Stravinsky,2.3338,2.24615,32.4918,2/4,1917
Stravinsky,2.32175,2.75504,27.619,3/8,1917
Stravinsky,1.86096,1.81498,42.6667,4/4 2/4 4/4,1917
Stravinsky,2.4163,2.47455,81.96,2/4,1936
Stravinsky,2.48368,2.60368,41.0935,2/4,1936
Stravinsky,3.17302,2.44991,41.6667,2/4,1936
Stravinsky,3.41472,3.60222,22.8704,2/4,1936
Stravinsky,3.20285,2.72856,34.3333,2/4,1936
Stravinsky,3.05947,2.56888,52.8889,2/4,1936
Stravinsky,2.06949,1.98747,11.4943,2/4,1931
Stravinsky,3.401,3.08051,49.8016,2/4,1931
Stravinsky,2.29813,2.5843,87.3545,4/4,1931
Stravinsky,3.16421,2.84975,71.5398,4/4,1931
Stravinsky,2.09057,2.24507,46.9358,4/4,1931
Stravinsky,3.062,2.62146,54.1624,3/8,1931
Stravinsky,2.05511,2.52545,16.6667,3/8,1931
Stravinsky,3.25191,2.32979,11.9048,4/4,1938
Stravinsky,2.91139,3.01342,53.9683,2/4,1938
Stravinsky,2.9243,3.10565,44.7059,2/4 3/8 2/8 3/8,1938
Stravinsky,2.80688,2.43489,21.2121,3/8,1938
Stravinsky,2.32888,2.24322,81.4603,2/2 3/4 2/2 3/4 3/2,1938
Stravinsky,2.75343,2.80735,46.0606,3/2,1938
Stravinsky,2.82625,2.87413,38.0556,4/4,1938
Stravinsky,2.33225,2.76381,37.4603,4/4,1912,0.973784
Stravinsky,2.31631,2.68437,29.4805,2/4,1912,1.08623
Stravinsky,3.27577,2.99386,23.4783,3/4,1912,0.918296
Stravinsky,3.40307,2.75741,43.4099,4/4,1912,1.90352
Stravinsky,2.78993,2.53377,25.4167,3/2,1912,1.51973
Stravinsky,3.37728,3.09944,49.5238,3/4,1924
Stravinsky,2.61612,3.02142,12.4242,2/4 5/8 3/4,1924
Stravinsky,2.33333,2.05459,57.9762,3/4 2/4 3/4 2/4,1924
Stravinsky,2.89051,2.67261,35.2525,3/4 4/4 3/4,1924
Stravinsky,3.01445,3.29673,31.1111,2/4,1924
Stravinsky,2.87104,2.77663,12.9032,3/4,1934,1.36499
Stravinsky,3.09756,3.02256,34.6667,3/4,1934,1.55459
Stravinsky,2.18223,2.00869,76.7354,3/4,1911
